Referee_id,Referee_name,Game_id,Date,Time,Location,Player_id,First_name,Last_name,Age,Position,Nationality,Team_name,Manager,Owner,Sponsor_id,Sponsor_name
2,Antonio Miguel Mateu Lahoz,208,12-11-2023,16:30,Coliseum Alfonso Pérez,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
13,David Medié Jiménez,209,19-11-2023,12:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
13,David Medié Jiménez,209,19-11-2023,12:00,Coliseum Alfonso Pérez,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
1,Carlos Velasco Carballo,210,02-12-2023,12:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
1,Carlos Velasco Carballo,210,02-12-2023,12:00,Coliseum Alfonso Pérez,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
15,Alberto Undiano Mallenco,211,17-12-2023,21:00,Coliseum Alfonso Pérez,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
15,Alberto Undiano Mallenco,211,17-12-2023,21:00,Coliseum Alfonso Pérez,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
8,Mario Melero López,212,06-01-2024,18:30,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
8,Mario Melero López,212,06-01-2024,18:30,Coliseum Alfonso Pérez,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
5,José Luis González González,213,13-01-2024,16:30,Coliseum Alfonso Pérez,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
5,José Luis González González,213,13-01-2024,16:30,Coliseum Alfonso Pérez,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
19,José Munuera Montero,214,27-01-2024,21:00,Coliseum Alfonso Pérez,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
19,José Munuera Montero,214,27-01-2024,21:00,Coliseum Alfonso Pérez,34,Diego,Llorente,28,Defender,Spain,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
5,José Luis González González,215,04-02-2024,18:30,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
5,José Luis González González,215,04-02-2024,18:30,Coliseum Alfonso Pérez,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
11,Ignacio Iglesias Villanueva,216,10-02-2024,18:30,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
11,Ignacio Iglesias Villanueva,216,10-02-2024,18:30,Coliseum Alfonso Pérez,38,Carlos,Soler,25,Midfielder,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
3,Javier Alberola Rojas,217,03-09-2023,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
3,Javier Alberola Rojas,217,03-09-2023,21:00,Estadio Nuevo Los Cármenes,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
10,Gil Manzano,218,09-09-2023,18:30,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
10,Gil Manzano,218,09-09-2023,18:30,Estadio Nuevo Los Cármenes,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
9,Pablo González Fuertes,219,16-09-2023,14:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
9,Pablo González Fuertes,219,16-09-2023,14:00,Estadio Nuevo Los Cármenes,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
14,Guillermo Cuadra Fernández,220,24-09-2023,18:30,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
14,Guillermo Cuadra Fernández,220,24-09-2023,18:30,Estadio Nuevo Los Cármenes,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
1,Carlos Velasco Carballo,221,21-10-2023,12:00,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
1,Carlos Velasco Carballo,221,21-10-2023,12:00,Estadio Nuevo Los Cármenes,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
7,Adrián Cordero Vega,222,12-11-2023,14:00,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
7,Adrián Cordero Vega,222,12-11-2023,14:00,Estadio Nuevo Los Cármenes,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
17,Isidro Díaz de Mera Escuderos,223,02-12-2023,14:00,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
17,Isidro Díaz de Mera Escuderos,223,02-12-2023,14:00,Estadio Nuevo Los Cármenes,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
2,Antonio Miguel Mateu Lahoz,224,10-12-2023,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
2,Antonio Miguel Mateu Lahoz,224,10-12-2023,21:00,Estadio Nuevo Los Cármenes,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
20,José Luis Munuera Montero,225,30-12-2023,16:30,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
20,José Luis Munuera Montero,225,30-12-2023,16:30,Estadio Nuevo Los Cármenes,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
7,Adrián Cordero Vega,226,06-01-2024,16:30,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
7,Adrián Cordero Vega,226,06-01-2024,16:30,Estadio Nuevo Los Cármenes,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
6,Ricardo De Burgos Bengoetxea,227,20-01-2024,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
6,Ricardo De Burgos Bengoetxea,227,20-01-2024,21:00,Estadio Nuevo Los Cármenes,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
9,Pablo González Fuertes,228,27-01-2024,16:30,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
9,Pablo González Fuertes,228,27-01-2024,16:30,Estadio Nuevo Los Cármenes,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
12,César Soto Grado,229,16-02-2024,21:00,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
12,César Soto Grado,229,16-02-2024,21:00,Estadio Nuevo Los Cármenes,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
3,Javier Alberola Rojas,230,23-02-2024,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
3,Javier Alberola Rojas,230,23-02-2024,21:00,Estadio Nuevo Los Cármenes,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
12,César Soto Grado,231,04-03-2024,21:00,Estadio Nuevo Los Cármenes,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
12,César Soto Grado,231,04-03-2024,21:00,Estadio Nuevo Los Cármenes,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
18,José Antonio López Toca,232,11-03-2024,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
18,José Antonio López Toca,232,11-03-2024,21:00,Estadio Nuevo Los Cármenes,34,Diego,Llorente,28,Defender,Spain,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
20,José Luis Munuera Montero,233,15-03-2024,21:00,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
20,José Luis Munuera Montero,233,15-03-2024,21:00,Estadio Nuevo Los Cármenes,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
2,Antonio Miguel Mateu Lahoz,234,24-03-2024,18:30,Estadio Nuevo Los Cármenes,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
2,Antonio Miguel Mateu Lahoz,234,24-03-2024,18:30,Estadio Nuevo Los Cármenes,38,Carlos,Soler,25,Midfielder,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
10,Gil Manzano,235,17-09-2023,16:30,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
10,Gil Manzano,235,17-09-2023,16:30,Estadio Municipal de Butarque,1,Lionel,Messi,36,Forward,Argentina,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
13,David Medié Jiménez,236,24-09-2023,21:00,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
13,David Medié Jiménez,236,24-09-2023,21:00,Estadio Municipal de Butarque,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
6,Ricardo De Burgos Bengoetxea,237,14-10-2023,21:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
6,Ricardo De Burgos Bengoetxea,237,14-10-2023,21:00,Estadio Municipal de Butarque,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
18,José Antonio López Toca,238,22-10-2023,12:00,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
18,José Antonio López Toca,238,22-10-2023,12:00,Estadio Municipal de Butarque,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
1,Carlos Velasco Carballo,239,11-11-2023,14:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
1,Carlos Velasco Carballo,239,11-11-2023,14:00,Estadio Municipal de Butarque,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
2,Antonio Miguel Mateu Lahoz,240,25-11-2023,21:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
2,Antonio Miguel Mateu Lahoz,240,25-11-2023,21:00,Estadio Municipal de Butarque,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
9,Pablo González Fuertes,241,17-12-2023,12:00,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
9,Pablo González Fuertes,241,17-12-2023,12:00,Estadio Municipal de Butarque,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
2,Antonio Miguel Mateu Lahoz,242,06-01-2024,12:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
2,Antonio Miguel Mateu Lahoz,242,06-01-2024,12:00,Estadio Municipal de Butarque,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
13,David Medié Jiménez,243,13-01-2024,21:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
13,David Medié Jiménez,243,13-01-2024,21:00,Estadio Municipal de Butarque,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
10,Gil Manzano,244,28-01-2024,12:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
10,Gil Manzano,244,28-01-2024,12:00,Estadio Municipal de Butarque,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
15,Alberto Undiano Mallenco,245,02-02-2024,21:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
15,Alberto Undiano Mallenco,245,02-02-2024,21:00,Estadio Municipal de Butarque,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
14,Guillermo Cuadra Fernández,246,10-02-2024,14:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
14,Guillermo Cuadra Fernández,246,10-02-2024,14:00,Estadio Municipal de Butarque,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
10,Gil Manzano,247,19-02-2024,21:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
10,Gil Manzano,247,19-02-2024,21:00,Estadio Municipal de Butarque,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
3,Javier Alberola Rojas,248,09-03-2024,18:30,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
3,Javier Alberola Rojas,248,09-03-2024,18:30,Estadio Municipal de Butarque,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
6,Ricardo De Burgos Bengoetxea,249,16-03-2024,12:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
6,Ricardo De Burgos Bengoetxea,249,16-03-2024,12:00,Estadio Municipal de Butarque,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
16,José María Sánchez Martínez,250,24-03-2024,12:00,Estadio Municipal de Butarque,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
16,José María Sánchez Martínez,250,24-03-2024,12:00,Estadio Municipal de Butarque,34,Diego,Llorente,28,Defender,Spain,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
17,Isidro Díaz de Mera Escuderos,251,01-04-2024,21:00,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
17,Isidro Díaz de Mera Escuderos,251,01-04-2024,21:00,Estadio Municipal de Butarque,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
11,Ignacio Iglesias Villanueva,252,06-04-2024,14:00,Estadio Municipal de Butarque,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
11,Ignacio Iglesias Villanueva,252,06-04-2024,14:00,Estadio Municipal de Butarque,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
18,José Antonio López Toca,253,09-09-2023,12:00,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
18,José Antonio López Toca,253,09-09-2023,12:00,Estadi de Son Moix,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
16,José María Sánchez Martínez,254,23-12-2023,14:00,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
16,José María Sánchez Martínez,254,23-12-2023,14:00,Estadi de Son Moix,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
13,David Medié Jiménez,255,31-12-2023,16:30,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
13,David Medié Jiménez,255,31-12-2023,16:30,Estadi de Son Moix,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
2,Antonio Miguel Mateu Lahoz,256,06-01-2024,14:00,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
2,Antonio Miguel Mateu Lahoz,256,06-01-2024,14:00,Estadi de Son Moix,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
15,Alberto Undiano Mallenco,257,13-01-2024,18:30,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
15,Alberto Undiano Mallenco,257,13-01-2024,18:30,Estadi de Son Moix,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
8,Mario Melero López,258,20-01-2024,18:30,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
8,Mario Melero López,258,20-01-2024,18:30,Estadi de Son Moix,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
16,José María Sánchez Martínez,259,27-01-2024,18:30,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
16,José María Sánchez Martínez,259,27-01-2024,18:30,Estadi de Son Moix,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
19,José Munuera Montero,260,04-02-2024,16:30,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
19,José Munuera Montero,260,04-02-2024,16:30,Estadi de Son Moix,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
13,David Medié Jiménez,261,09-02-2024,21:00,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
13,David Medié Jiménez,261,09-02-2024,21:00,Estadi de Son Moix,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
4,Juan Martínez Munuera,262,25-02-2024,21:00,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
4,Juan Martínez Munuera,262,25-02-2024,21:00,Estadi de Son Moix,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
20,José Luis Munuera Montero,263,01-03-2024,21:00,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
20,José Luis Munuera Montero,263,01-03-2024,21:00,Estadi de Son Moix,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
16,José María Sánchez Martínez,264,09-03-2024,21:00,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
16,José María Sánchez Martínez,264,09-03-2024,21:00,Estadi de Son Moix,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
18,José Antonio López Toca,265,16-03-2024,16:30,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
18,José Antonio López Toca,265,16-03-2024,16:30,Estadi de Son Moix,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
15,Alberto Undiano Mallenco,266,25-03-2024,21:00,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
15,Alberto Undiano Mallenco,266,25-03-2024,21:00,Estadi de Son Moix,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
19,José Munuera Montero,267,07-04-2024,14:00,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
19,José Munuera Montero,267,07-04-2024,14:00,Estadi de Son Moix,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
15,Alberto Undiano Mallenco,268,13-04-2024,16:30,Estadi de Son Moix,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
15,Alberto Undiano Mallenco,268,13-04-2024,16:30,Estadi de Son Moix,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
12,César Soto Grado,269,22-04-2024,21:00,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
12,César Soto Grado,269,22-04-2024,21:00,Estadi de Son Moix,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
13,David Medié Jiménez,270,27-04-2024,16:30,Estadi de Son Moix,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
13,David Medié Jiménez,270,27-04-2024,16:30,Estadi de Son Moix,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
8,Mario Melero López,271,14-10-2023,16:30,Estadio Martínez Valero,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
8,Mario Melero López,271,14-10-2023,16:30,Estadio Martínez Valero,1,Lionel,Messi,36,Forward,Argentina,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
10,Gil Manzano,272,21-10-2023,21:00,Estadio Martínez Valero,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
10,Gil Manzano,272,21-10-2023,21:00,Estadio Martínez Valero,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
18,José Antonio López Toca,273,09-12-2023,21:00,Estadio Martínez Valero,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
18,José Antonio López Toca,273,09-12-2023,21:00,Estadio Martínez Valero,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
19,José Munuera Montero,274,24-12-2023,21:00,Estadio Martínez Valero,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
19,José Munuera Montero,274,24-12-2023,21:00,Estadio Martínez Valero,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
4,Juan Martínez Munuera,275,30-12-2023,12:00,Estadio Martínez Valero,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
